                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6
                 Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.3801841702864343E+003   0.0000000000000000E+000                         2                         0                         1                         1
  0.5163548459371324E+003   0.0000000000000000E+000                         2                         0                         2                         2
  0.6650708947796636E+003   0.0000000000000000E+000                         2                         0                         3                         3
  0.8136021011999557E+003   0.0000000000000000E+000                         2                         0                         4                         4
  0.9611419663677456E+003   0.0000000000000000E+000                         2                         0                         5                         5
  0.1106706965541284E+004   0.0000000000000000E+000                         2                         0                         6                         6
  0.1252692204970024E+004   0.0000000000000000E+000                         2                         0                         7                         7
  0.1396500559609749E+004   0.0000000000000000E+000                         2                         0                         8                         8
  0.1538843474127477E+004   0.0000000000000000E+000                         2                         0                         9                         9
  0.1677497093597322E+004   0.0000000000000000E+000                         2                         0                        10                        10
  0.1813657004827616E+004   0.0000000000000000E+000                         2                         0                        11                        11
  0.1949560986802136E+004   0.0000000000000000E+000                         2                         0                        12                        12
  0.2085787234215453E+004   0.0000000000000000E+000                         2                         0                        13                        13
  0.2222457485572446E+004   0.0000000000000000E+000                         2                         0                        14                        14
  0.2357828049125224E+004   0.0000000000000000E+000                         2                         0                        15                        15
  0.2492340312989195E+004   0.0000000000000000E+000                         2                         0                        16                        16
  0.2627190488685404E+004   0.0000000000000000E+000                         2                         0                        17                        17
  0.2762761953210582E+004   0.0000000000000000E+000                         2                         0                        18                        18
  0.2899302600132969E+004   0.0000000000000000E+000                         2                         0                        19                        19
  0.3035889136200338E+004   0.0000000000000000E+000                         2                         0                        20                        20
  0.3172547228913538E+004   0.0000000000000000E+000                         2                         0                        21                        21
  0.3309427963104643E+004   0.0000000000000000E+000                         2                         0                        22                        22
  0.3446571230751201E+004   0.0000000000000000E+000                         2                         0                        23                        23
  0.3584276262439113E+004   0.0000000000000000E+000                         2                         0                        24                        24
  0.3722141993232978E+004   0.0000000000000000E+000                         2                         0                        25                        25
  0.3860295437860988E+004   0.0000000000000000E+000                         2                         0                        26                        26
  0.3998571233909999E+004   0.0000000000000000E+000                         2                         0                        27                        27
  0.4136878804421037E+004   0.0000000000000000E+000                         2                         0                        28                        28
  0.4275309436423707E+004   0.0000000000000000E+000                         2                         0                        29                        29
  0.4413599718749582E+004   0.0000000000000000E+000                         2                         0                        30                        30
  0.4551829971573651E+004   0.0000000000000000E+000                         2                         0                        31                        31
  0.4689618404273596E+004   0.0000000000000000E+000                         2                         0                        32                        32
  0.4826247990478849E+004   0.0000000000000000E+000                         2                         0                        33                        33
  0.4959763960048715E+004   0.0000000000000000E+000                         2                         0                        34                        34
  0.5094689603855359E+004   0.0000000000000000E+000                         2                         0                        35                        35
  0.5227710631258070E+004   0.0000000000000000E+000                         2                         0                        36                        36
  0.5357865426756441E+004   0.0000000000000000E+000                         2                         0                        37                        37
  0.5484788308487934E+004   0.0000000000000000E+000                         2                         0                        38                        38
  0.5609625930640995E+004   0.0000000000000000E+000                         2                         0                        39                        39
  0.5735091030192790E+004   0.0000000000000000E+000                         2                         0                        40                        40
  0.5863515123246587E+004   0.0000000000000000E+000                         2                         0                        41                        41
  0.5995138120625797E+004   0.0000000000000000E+000                         2                         0                        42                        42
  0.6129234463061455E+004   0.0000000000000000E+000                         2                         0                        43                        43
  0.6265058518832125E+004   0.0000000000000000E+000                         2                         0                        44                        44
  0.6401936969493127E+004   0.0000000000000000E+000                         2                         0                        45                        45
  0.6539577210523445E+004   0.0000000000000000E+000                         2                         0                        46                        46
  0.6677656244039431E+004   0.0000000000000000E+000                         2                         0                        47                        47
  0.6816042009007881E+004   0.0000000000000000E+000                         2                         0                        48                        48
  0.6954620933173754E+004   0.0000000000000000E+000                         2                         0                        49                        49
  0.7093251390111668E+004   0.0000000000000000E+000                         2                         0                        50                        50
  0.7231928579271620E+004   0.0000000000000000E+000                         2                         0                        51                        51
  0.7370510878262486E+004   0.0000000000000000E+000                         2                         0                        52                        52
  0.7509003956177090E+004   0.0000000000000000E+000                         2                         0                        53                        53
  0.7647315572789286E+004   0.0000000000000000E+000                         2                         0                        54                        54
  0.7785390493347891E+004   0.0000000000000000E+000                         2                         0                        55                        55
  0.7923201560982103E+004   0.0000000000000000E+000                         2                         0                        56                        56
  0.1390196663275524E+003   0.0000000000000000E+000                         3                         9                         0                        -9
  0.2824363915305623E+003   0.0000000000000000E+000                         3                         2                         0                        -2
  0.3251168515093101E+003   0.0000000000000000E+000                         3                         1                         0                        -1
  0.5666398055617170E+003   0.0000000000000000E+000                         3                         0                         2                         2
  0.7196095171838466E+003   0.0000000000000000E+000                         3                         0                         3                         3
  0.8679270341865680E+003   0.0000000000000000E+000                         3                         0                         4                         4
  0.1016513287598519E+004   0.0000000000000000E+000                         3                         0                         5                         5
  0.1162569165068157E+004   0.0000000000000000E+000                         3                         0                         6                         6
  0.1308635880981184E+004   0.0000000000000000E+000                         3                         0                         7                         7
  0.1452751184147810E+004   0.0000000000000000E+000                         3                         0                         8                         8
  0.1593903264765178E+004   0.0000000000000000E+000                         3                         0                         9                         9
  0.1732174686302385E+004   0.0000000000000000E+000                         3                         0                        10                        10
  0.1868049158569082E+004   0.0000000000000000E+000                         3                         0                        11                        11
  0.2004583385383371E+004   0.0000000000000000E+000                         3                         0                        12                        12
  0.2141496187045700E+004   0.0000000000000000E+000                         3                         0                        13                        13
  0.2277923704398107E+004   0.0000000000000000E+000                         3                         0                        14                        14
  0.2413357843449348E+004   0.0000000000000000E+000                         3                         0                        15                        15
  0.2548007355282293E+004   0.0000000000000000E+000                         3                         0                        16                        16
  0.2683539303119745E+004   0.0000000000000000E+000                         3                         0                        17                        17
  0.2819896419335719E+004   0.0000000000000000E+000                         3                         0                        18                        18
  0.2956750955032966E+004   0.0000000000000000E+000                         3                         0                        19                        19
  0.3093797009627487E+004   0.0000000000000000E+000                         3                         0                        20                        20
  0.3230701379699375E+004   0.0000000000000000E+000                         3                         0                        21                        21
  0.3368047073104266E+004   0.0000000000000000E+000                         3                         0                        22                        22
  0.3505692101599804E+004   0.0000000000000000E+000                         3                         0                        23                        23
  0.3643720429730098E+004   0.0000000000000000E+000                         3                         0                        24                        24
  0.3782050495149605E+004   0.0000000000000000E+000                         3                         0                        25                        25
  0.3920440281036190E+004   0.0000000000000000E+000                         3                         0                        26                        26
  0.4059062802435171E+004   0.0000000000000000E+000                         3                         0                        27                        27
  0.4197630504780459E+004   0.0000000000000000E+000                         3                         0                        28                        28
  0.4336256983337828E+004   0.0000000000000000E+000                         3                         0                        29                        29
  0.4474790013168362E+004   0.0000000000000000E+000                         3                         0                        30                        30
  0.4613034900264564E+004   0.0000000000000000E+000                         3                         0                        31                        31
  0.4750751985871823E+004   0.0000000000000000E+000                         3                         0                        32                        32
  0.4884479853089946E+004   0.0000000000000000E+000                         3                         0                        33                        33
  0.5020426439669595E+004   0.0000000000000000E+000                         3                         0                        34                        34
  0.5154772535845495E+004   0.0000000000000000E+000                         3                         0                        35                        35
  0.5286736044378307E+004   0.0000000000000000E+000                         3                         0                        36                        36
  0.5415611431754130E+004   0.0000000000000000E+000                         3                         0                        37                        37
  0.5541425843376787E+004   0.0000000000000000E+000                         3                         0                        38                        38
  0.5666315246467296E+004   0.0000000000000000E+000                         3                         0                        39                        39
  0.5793113127454447E+004   0.0000000000000000E+000                         3                         0                        40                        40
  0.5923148814979648E+004   0.0000000000000000E+000                         3                         0                        41                        41
  0.6056175210666824E+004   0.0000000000000000E+000                         3                         0                        42                        42
  0.6191254696402212E+004   0.0000000000000000E+000                         3                         0                        43                        43
  0.6327751639593816E+004   0.0000000000000000E+000                         3                         0                        44                        44
  0.6465150434390385E+004   0.0000000000000000E+000                         3                         0                        45                        45
  0.6603113765619982E+004   0.0000000000000000E+000                         3                         0                        46                        46
  0.6741494992370853E+004   0.0000000000000000E+000                         3                         0                        47                        47
  0.6880067732549939E+004   0.0000000000000000E+000                         3                         0                        48                        48
  0.7018807559324820E+004   0.0000000000000000E+000                         3                         0                        49                        49
  0.7157566100850169E+004   0.0000000000000000E+000                         3                         0                        50                        50
  0.7296299830696171E+004   0.0000000000000000E+000                         3                         0                        51                        51
  0.7434959044496313E+004   0.0000000000000000E+000                         3                         0                        52                        52
  0.7573442727343020E+004   0.0000000000000000E+000                         3                         0                        53                        53
  0.7711759050764046E+004   0.0000000000000000E+000                         3                         0                        54                        54
  0.7849785232775253E+004   0.0000000000000000E+000                         3                         0                        55                        55
  0.7987519494413977E+004   0.0000000000000000E+000                         3                         0                        56                        56
